# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../../00_genome/genomic.gff" "-o" "../../HVO_counts/2019_counts2.txt" "dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam" "dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam" "dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam" "dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam" "HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-2_S2_L002_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-4_S16_L003_R1_001.fastq.gz_sorted.bam	dpyrE2-4hpfe-5_S12_L002_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-5_S46_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hmfe-6_S52_L005_R1_001.fastq.gz_sorted.bam	dtbsP-4hpfe-2_S38_L004_R1_001.fastq.gz_sorted.bam	dtrmB-4hmfe-5_S30_L004_R1_001.fastq.gz_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_L006_R1_001.fastq.gz_sorted.bam	HV35-ypc18_S15_L002_R1_001.fastq.gz_sorted.bam
HVO_RS14395	NC_013967.1	1864256	1864615	-	360	1231	1545	1581	2198	2	88	956	1379	353	137
HVO_RS14400	NC_013967.1	1864886	1865158	-	273	447	966	1029	1133	0	24	1479	1054	269	94
HVO_RS14405	NC_013967.1	1865495	1865797	+	303	1033	2182	2280	2329	1	121	805	1338	307	195
HVO_RS14410	NC_013967.1	1865741	1866544	-	804	1709	3241	3370	3521	2	51	1605	2812	492	338
HVO_RS14415	NC_013967.1	1866807	1867007	-	201	356	102	101	232	0	7	138	179	45	7
HVO_RS14420	NC_013967.1	1867278	1867883	-	606	682	1416	1442	1617	0	35	750	1465	226	64
HVO_RS14425	NC_013967.1	1867948	1868175	-	228	27	52	65	95	0	0	50	62	16	1
HVO_RS14430	NC_013967.1	1868835	1870061	-	1227	8110	2044	2108	2220	5	36	2614	2002	2129	583
HVO_RS14435	NC_013967.1	1870247	1871404	+	1158	1218	623	641	833	0	16	325	1557	198	67
HVO_RS14440	NC_013967.1	1871507	1871686	+	180	98	95	108	136	0	10	109	211	14	17
HVO_RS14445	NC_013967.1	1871717	1872109	-	393	370	1240	1236	1476	0	98	1669	570	157	137
HVO_RS14460	NC_013967.1	1874485	1874946	-	462	1045	1790	1873	1918	0	87	1571	653	115	204
HVO_RS14465	NC_013967.1	1875211	1876422	+	1212	123	4664	4738	1936	1	22	129	3038	611	56
HVO_RS14470	NC_013967.1	1876480	1878048	+	1569	96	2011	2100	756	0	12	144	1174	188	29
HVO_RS14475	NC_013967.1	1878045	1879175	+	1131	42	885	966	336	1	7	69	530	74	17
HVO_RS14480	NC_013967.1	1879172	1880227	+	1056	38	962	1005	316	0	5	53	514	74	11
HVO_RS14485	NC_013967.1	1880343	1881461	+	1119	975	1022	1118	1127	3	35	765	1241	164	103
HVO_RS14490	NC_013967.1	1881529	1881720	+	192	24	43	53	56	0	2	30	35	7	1
HVO_RS14495	NC_013967.1	1882056	1882382	-	327	905	909	979	2306	1	27	633	2308	346	107
HVO_RS21010	NC_013967.1	1882530	1882706	-	177	48	125	130	194	0	5	106	52	9	21
HVO_RS14505	NC_013967.1	1883147	1884325	-	1179	128	512	514	265	0	59	132	88	13	43
HVO_RS14510	NC_013967.1	1884634	1885134	-	501	193	256	267	434	1	8	220	104	35	33
HVO_RS14515	NC_013967.1	1885450	1886370	+	921	3834	6535	6772	9009	2	71	3345	5120	1115	713
HVO_RS14520	NC_013967.1	1886684	1887007	+	324	147	257	279	333	0	7	127	217	29	26
HVO_RS21425	NC_013967.1	1887273	1887401	+	129	93	86	81	104	0	0	39	147	11	9
HVO_RS14525	NC_013967.1	1888354	1889583	+	1230	401	441	417	560	0	21	392	249	28	67
HVO_RS14530	NC_013967.1	1890204	1890875	-	672	66	84	89	109	0	1	88	61	7	9
HVO_RS14535	NC_013967.1	1890935	1891897	-	963	131	176	200	274	0	10	172	88	24	33
HVO_RS14540	NC_013967.1	1892176	1892412	+	237	319	300	358	446	0	17	296	139	30	78
HVO_RS14545	NC_013967.1	1892437	1893654	-	1218	1687	1571	1622	2081	5	50	1329	908	239	436
HVO_RS14550	NC_013967.1	1893837	1894727	+	891	892	865	935	1621	1	13	523	713	113	220
HVO_RS14555	NC_013967.1	1894729	1895808	+	1080	1749	1818	1894	3028	1	45	1142	946	167	519
HVO_RS14560	NC_013967.1	1895852	1896775	+	924	1140	1280	1474	1921	3	25	902	677	51	407
HVO_RS14570	NC_013967.1	1897872	1899221	+	1350	248	266	285	369	0	17	293	191	30	59
HVO_RS20230	NC_013967.1	1899623	1901059	+	1437	682	869	931	1424	1	13	722	406	44	227
HVO_RS20235	NC_013967.1	1901202	1902320	+	1119	1254	1628	1740	2618	3	38	891	830	200	439
HVO_RS14575	NC_013967.1	1902561	1903727	-	1167	558	439	501	620	1	33	562	710	51	91
HVO_RS20240	NC_013967.1	1903778	1905196	-	1419	1373	2272	2438	2756	0	47	1319	546	141	551
HVO_RS14580	NC_013967.1	1905450	1905920	+	471	2273	4265	4521	5867	2	75	2209	1711	710	691
HVO_RS14585	NC_013967.1	1905983	1907056	+	1074	8456	7270	7775	8858	8	130	7253	8287	2094	1251
HVO_RS14590	NC_013967.1	1907059	1907238	+	180	1000	965	1050	1056	0	22	1002	988	131	125
HVO_RS14595	NC_013967.1	1907226	1908128	-	903	986	1062	1066	1093	1	29	951	634	183	144
HVO_RS14600	NC_013967.1	1908182	1909114	+	933	2500	3432	3656	4485	1	106	3162	1543	444	540
HVO_RS14605	NC_013967.1	1909115	1909585	+	471	1551	2517	2732	3076	2	64	2009	924	299	326
HVO_RS14610	NC_013967.1	1909651	1910892	-	1242	3539	9025	9419	11748	7	131	4751	5765	1458	1058
HVO_RS14615	NC_013967.1	1911379	1911816	-	438	19379	26943	28253	29002	23	1336	31768	17853	4619	6294
HVO_RS21015	NC_013967.1	1912502	1912663	-	162	636	640	613	1030	0	28	1091	282	87	141
HVO_RS14620	NC_013967.1	1912946	1913440	-	495	1406	4472	4857	3887	4	98	3066	1007	942	515
HVO_RS14625	NC_013967.1	1913566	1913850	+	285	317	30	62	94	1	2	15	186	21	8
HVO_RS14630	NC_013967.1	1914245	1915219	+	975	513	1402	1507	1071	4	509	2044	627	188	307
HVO_RS14635	NC_013967.1	1915383	1916003	-	621	699	1306	1377	1773	2	112	1890	412	74	320
HVO_RS14640	NC_013967.1	1916182	1917294	-	1113	539	1248	1220	1416	0	72	1800	290	201	205
HVO_RS14645	NC_013967.1	1917415	1919934	-	2520	3559	7310	7587	9414	10	496	7762	2325	1518	1213
HVO_RS14650	NC_013967.1	1919938	1921506	-	1569	4302	8447	8830	10175	14	577	9500	5099	1932	1625
HVO_RS14655	NC_013967.1	1921951	1923462	+	1512	9760	6981	7265	9740	13	1516	8271	3502	1747	1323
HVO_RS14660	NC_013967.1	1923913	1926396	+	2484	1175260	1689460	1774542	1995162	541	92421	1184718	357510	261109	234928
HVO_RS14665	NC_013967.1	1926766	1927521	-	756	1645	1309	1474	1540	4	225	911	780	207	216
HVO_RS14670	NC_013967.1	1928195	1929772	+	1578	673	1132	1195	1465	3	223	3350	1079	557	217
HVO_RS21020	NC_013967.1	1930080	1930253	-	174	77	104	107	106	0	5	132	97	16	8
HVO_RS14675	NC_013967.1	1930351	1930929	+	579	5244	4781	5224	9316	4	299	6847	17864	1735	339
HVO_RS14680	NC_013967.1	1930885	1932135	-	1251	3479	5088	5582	5094	3	263	6056	3338	453	971
HVO_RS14685	NC_013967.1	1932174	1932884	+	711	9	20	23	45	0	0	27	33	4	4
HVO_RS14690	NC_013967.1	1932956	1933816	+	861	127	189	214	199	0	15	87	202	16	13
HVO_RS14695	NC_013967.1	1933890	1936142	-	2253	962	3764	4096	3843	0	144	1943	1644	123	275
HVO_RS14700	NC_013967.1	1936171	1937727	-	1557	1297	5275	5333	5110	0	188	3419	2258	232	452
HVO_RS14705	NC_013967.1	1938116	1941178	+	3063	6366	5277	5621	6697	3	237	2601	3868	1141	472
HVO_RS14710	NC_013967.1	1941436	1942626	+	1191	3793	5226	5516	5307	3	205	2698	8696	1042	523
HVO_RS14715	NC_013967.1	1942628	1943305	+	678	1795	2290	2555	2255	1	80	1071	2568	425	188
HVO_RS14720	NC_013967.1	1943302	1944444	+	1143	2896	3640	3801	3752	0	126	1464	2665	665	282
HVO_RS14725	NC_013967.1	1944472	1945284	-	813	366	688	698	842	1	31	320	362	56	59
HVO_RS14730	NC_013967.1	1945564	1947240	+	1677	849	253	304	340	0	15	705	192	96	128
HVO_RS14735	NC_013967.1	1947682	1949784	-	2103	1177	342	356	352	0	29	555	2222	170	75
HVO_RS14740	NC_013967.1	1950195	1952411	-	2217	2651	203	229	191	1	25	418	6582	236	51
HVO_RS14745	NC_013967.1	1952583	1952957	+	375	276	184	177	294	0	13	394	1674	73	48
HVO_RS21025	NC_013967.1	1953552	1953788	-	237	19	4	0	4	0	0	12	16	1	1
HVO_RS20600	NC_013967.1	1954079	1954189	+	111	785	16	25	56	0	1	347	200	169	51
HVO_RS14755	NC_013967.1	1954168	1955493	-	1326	19322	543	592	1078	3	37	6451	6122	2739	1080
HVO_RS14760	NC_013967.1	1955740	1956543	-	804	143	380	416	580	0	14	383	125	77	50
HVO_RS14765	NC_013967.1	1956917	1958386	+	1470	44083	1634	1677	3824	1	48	1203	6486	3577	203
HVO_RS14770	NC_013967.1	1958400	1959647	-	1248	3993	1089	1212	1057	1	144	917	761	430	151
HVO_RS14775	NC_013967.1	1959773	1960786	-	1014	326	259	248	250	0	28	459	541	99	35
HVO_RS14780	NC_013967.1	1960956	1961600	+	645	273	102	95	116	0	8	200	404	88	24
HVO_RS14785	NC_013967.1	1961684	1962892	+	1209	651	579	594	637	0	19	971	841	156	64
HVO_RS21030	NC_013967.1	1963002	1963151	+	150	19	15	24	32	0	3	74	29	14	9
HVO_RS14790	NC_013967.1	1963459	1964253	+	795	23	17	10	15	0	3	25	34	9	1
HVO_RS21035	NC_013967.1	1964595	1964771	-	177	56	29	37	22	0	6	21	418	7	3
HVO_RS14795	NC_013967.1	1964788	1965069	-	282	286	135	123	121	1	15	82	1176	40	12
HVO_RS14800	NC_013967.1	1965302	1965763	-	462	430	143	165	117	0	7	111	2403	47	26
HVO_RS14805	NC_013967.1	1965879	1967321	-	1443	517	163	179	264	2	14	51	314	40	23
HVO_RS14810	NC_013967.1	1967493	1967789	-	297	617	300	304	305	1	11	219	1248	121	44
HVO_RS14815	NC_013967.1	1967896	1968573	-	678	130	67	64	39	0	3	52	462	16	6
HVO_RS14820	NC_013967.1	1968602	1969351	-	750	219	73	87	82	0	7	66	673	21	10
HVO_RS14825	NC_013967.1	1969381	1969806	-	426	191	54	76	63	0	3	62	870	16	19
HVO_RS14830	NC_013967.1	1970018	1970779	+	762	188	138	145	109	1	6	153	351	26	33
HVO_RS14835	NC_013967.1	1971127	1972587	+	1461	476	161	178	225	0	6	205	596	81	27
HVO_RS14840	NC_013967.1	1973308	1974072	+	765	352	106	98	219	0	1	23	490	26	15
HVO_RS14845	NC_013967.1	1974142	1975149	-	1008	2660	475	482	550	8	31	423	13917	168	112
HVO_RS14850	NC_013967.1	1975149	1976387	-	1239	114	4	7	6	0	3	10	590	3	7
HVO_RS14855	NC_013967.1	1976709	1977920	+	1212	1230	122	126	162	0	8	22	802	69	13
HVO_RS14860	NC_013967.1	1978054	1978989	+	936	574	51	59	74	2	5	25	409	21	7
HVO_RS14865	NC_013967.1	1979250	1980047	-	798	1280	171	207	194	3	19	169	6118	136	37
HVO_RS14870	NC_013967.1	1980207	1981151	+	945	405	48	46	99	0	1	13	426	23	6
HVO_RS14875	NC_013967.1	1981148	1982068	+	921	514	46	32	84	0	0	12	197	33	1
HVO_RS14880	NC_013967.1	1982189	1983292	+	1104	1712	215	280	336	5	7	66	5557	129	31
HVO_RS14885	NC_013967.1	1983304	1984137	+	834	651	120	78	144	1	7	33	1878	59	13
HVO_RS14890	NC_013967.1	1984201	1985358	+	1158	712	162	134	190	2	13	50	2254	62	26
HVO_RS14895	NC_013967.1	1985891	1986100	-	210	727	96	64	161	1	8	59	208	77	7
HVO_RS14900	NC_013967.1	1986097	1987203	-	1107	4212	464	482	897	3	44	414	1149	405	56
HVO_RS14905	NC_013967.1	1987200	1988276	-	1077	4052	393	434	862	4	27	255	963	392	49
HVO_RS14910	NC_013967.1	1988273	1989277	-	1005	4406	538	622	1078	3	26	314	1247	319	54
HVO_RS14915	NC_013967.1	1989279	1990238	-	960	5234	1005	996	1744	2	23	393	1624	459	73
HVO_RS14920	NC_013967.1	1990314	1992035	-	1722	19886	5123	5329	8449	13	76	2223	13555	1837	451
HVO_RS14925	NC_013967.1	1992248	1993510	+	1263	683	496	519	827	2	49	398	1849	198	37
HVO_RS14930	NC_013967.1	1993640	1994896	+	1257	828	286	289	301	1	20	286	3962	166	35
HVO_RS14935	NC_013967.1	1995516	1996334	+	819	1536	1764	1977	2258	0	61	2609	1357	231	255
HVO_RS14940	NC_013967.1	1996962	1997831	-	870	2570	1737	1753	1897	1	69	1283	3137	652	165
HVO_RS14945	NC_013967.1	1998144	1998422	-	279	65	97	73	101	0	0	60	77	10	5
HVO_RS14950	NC_013967.1	1998477	1999643	-	1167	855	1117	1208	1382	0	67	1473	854	167	126
HVO_RS14955	NC_013967.1	1999777	2000010	+	234	54	69	48	65	0	4	72	76	13	7
HVO_RS14960	NC_013967.1	2000143	2001483	+	1341	515	680	721	821	1	33	365	339	202	73
HVO_RS14965	NC_013967.1	2001515	2001814	-	300	309	345	310	472	0	13	202	232	126	33
HVO_RS14970	NC_013967.1	2001976	2002281	+	306	79	58	90	88	0	3	68	185	20	1
HVO_RS14975	NC_013967.1	2002317	2002931	-	615	152	196	198	240	0	6	213	265	51	26
HVO_RS14980	NC_013967.1	2003173	2003493	-	321	694	553	580	600	1	21	313	1772	70	59
HVO_RS14985	NC_013967.1	2003769	2004002	+	234	358	154	179	194	0	7	242	791	85	39
HVO_RS14990	NC_013967.1	2004170	2005249	-	1080	642	739	772	818	0	26	328	755	120	63
HVO_RS21040	NC_013967.1	2005419	2005571	-	153	78	73	66	144	0	0	13	29	19	6
HVO_RS14995	NC_013967.1	2005712	2006071	-	360	8	6	10	10	0	0	10	12	4	1
HVO_RS15000	NC_013967.1	2006104	2007294	+	1191	54	45	58	61	0	6	53	75	21	3
HVO_RS15005	NC_013967.1	2007380	2007946	+	567	50	50	37	52	0	7	59	93	26	6
HVO_RS15010	NC_013967.1	2008043	2008540	+	498	136	68	69	128	0	5	87	146	41	11
HVO_RS15015	NC_013967.1	2009548	2011830	-	2283	131	178	204	225	0	12	192	239	55	20
HVO_RS15020	NC_013967.1	2011948	2012268	+	321	111	125	132	124	0	8	139	160	33	21
HVO_RS15025	NC_013967.1	2012303	2012953	-	651	322	337	325	424	0	9	344	358	104	32
HVO_RS21045	NC_013967.1	2012982	2013149	+	168	10	8	8	20	0	2	10	10	3	3
HVO_RS15030	NC_013967.1	2013157	2013354	+	198	289	206	267	450	0	20	505	343	61	47
HVO_RS15035	NC_013967.1	2013419	2014540	-	1122	997	901	966	2025	3	108	1161	1155	729	138
HVO_RS15040	NC_013967.1	2014697	2015338	+	642	352	428	432	446	1	35	449	317	59	58
HVO_RS15045	NC_013967.1	2015342	2015896	-	555	208	234	230	274	0	13	272	394	69	28
HVO_RS15050	NC_013967.1	2015968	2017125	+	1158	4164	4406	4581	9243	6	168	7870	5113	2565	1036
HVO_RS15055	NC_013967.1	2017239	2018687	+	1449	2309	1354	1377	2497	3	81	2073	1038	523	232
HVO_RS15060	NC_013967.1	2018805	2019839	+	1035	855	984	1032	1320	0	58	814	767	213	135
HVO_RS15065	NC_013967.1	2019911	2020816	-	906	1339	1066	1192	1670	0	73	1087	2169	374	134
HVO_RS15070	NC_013967.1	2020905	2021102	-	198	709	527	583	789	0	16	778	823	137	39
HVO_RS15075	NC_013967.1	2021222	2023477	-	2256	1983	1872	2013	1997	2	63	2345	1198	326	281
HVO_RS15080	NC_013967.1	2023654	2023944	-	291	68	255	270	499	0	3	197	328	29	22
HVO_RS15085	NC_013967.1	2024395	2024646	-	252	569	529	531	950	1	11	308	798	103	41
HVO_RS15090	NC_013967.1	2025234	2031950	+	6717	120683	122530	127903	154013	62	3110	84315	183533	21148	12308
HVO_RS15095	NC_013967.1	2032068	2033150	+	1083	8913	7828	7912	7898	5	298	5611	12094	2205	831
HVO_RS15100	NC_013967.1	2033187	2033714	-	528	535	688	634	843	0	41	378	556	100	56
HVO_RS15105	NC_013967.1	2033868	2034617	+	750	1003	606	669	729	2	32	715	1203	129	65
HVO_RS15110	NC_013967.1	2034610	2035845	+	1236	2521	1455	1607	1656	1	64	1292	2451	415	140
HVO_RS15115	NC_013967.1	2035838	2037127	+	1290	1871	1452	1549	1747	2	75	1275	1752	350	143
HVO_RS15120	NC_013967.1	2037202	2037477	+	276	368	230	259	281	0	11	297	598	36	27
HVO_RS15125	NC_013967.1	2037478	2038389	+	912	2244	1050	1137	1253	1	57	1309	2965	399	114
HVO_RS15130	NC_013967.1	2038488	2039477	+	990	5771	3325	3658	3970	6	167	3560	6696	827	330
HVO_RS15135	NC_013967.1	2039493	2040533	-	1041	3336	2391	2490	2962	3	133	3125	4732	870	279
HVO_RS15140	NC_013967.1	2040530	2041036	-	507	811	644	686	804	2	30	885	1063	218	75
HVO_RS15145	NC_013967.1	2041043	2042470	-	1428	3277	2423	2649	3048	0	127	3123	3401	778	246
HVO_RS15150	NC_013967.1	2042729	2044912	+	2184	11994	11396	11254	15516	8	543	10778	9252	3676	1045
HVO_RS15155	NC_013967.1	2044974	2045978	+	1005	2744	1491	1537	1990	2	72	1526	3345	443	179
HVO_RS15160	NC_013967.1	2046170	2046817	+	648	689	826	788	1048	0	123	1808	1562	523	132
HVO_RS15165	NC_013967.1	2046853	2048817	+	1965	2272	2131	2214	2588	2	288	5247	4185	1705	389
HVO_RS15170	NC_013967.1	2049153	2049452	+	300	786	2497	2622	3741	0	97	779	1488	408	154
HVO_RS15175	NC_013967.1	2049729	2050007	+	279	454	217	257	420	1	11	296	665	123	41
HVO_RS15180	NC_013967.1	2050009	2050266	+	258	560	279	305	363	1	12	334	682	134	21
HVO_RS15185	NC_013967.1	2050263	2050733	+	471	985	516	546	672	0	27	614	1043	249	90
HVO_RS15190	NC_013967.1	2050770	2051465	+	696	508	401	469	508	0	27	465	501	111	45
HVO_RS15195	NC_013967.1	2051466	2051804	+	339	157	159	199	189	0	15	145	200	31	22
HVO_RS15200	NC_013967.1	2051881	2052600	+	720	873	728	730	664	2	26	472	1353	352	69
HVO_RS15205	NC_013967.1	2052655	2054586	-	1932	15634	12534	13244	11334	4	93	6488	18023	6095	1222
HVO_RS15210	NC_013967.1	2054713	2054970	-	258	95	50	63	99	0	3	89	89	30	3
HVO_RS15215	NC_013967.1	2055102	2055935	+	834	1096	625	650	751	0	39	632	1491	203	97
HVO_RS15220	NC_013967.1	2056014	2057096	+	1083	1536	1821	1885	2169	2	159	3482	1302	309	349
HVO_RS15225	NC_013967.1	2057607	2058281	-	675	1168	6523	6837	6012	4	428	27011	337	266	2043
HVO_RS15230	NC_013967.1	2058283	2058534	-	252	271	1317	1375	1541	0	89	7072	72	86	550
HVO_RS15235	NC_013967.1	2058817	2060238	+	1422	2218	1081	1214	360	2	31	7065	498	1048	941
HVO_RS15240	NC_013967.1	2060384	2061367	+	984	2167	1523	1553	1591	0	191	4089	3819	189	472
HVO_RS15245	NC_013967.1	2061444	2061659	+	216	163	365	380	408	0	34	1631	189	19	126
HVO_RS15250	NC_013967.1	2061701	2062720	-	1020	570	2666	2728	2782	1	295	14684	265	131	969
HVO_RS15255	NC_013967.1	2062859	2063617	+	759	997	1035	989	1179	0	111	1289	776	118	117
HVO_RS15270	NC_013967.1	2065693	2066115	-	423	900	407	405	496	0	31	496	1042	153	43
HVO_RS15275	NC_013967.1	2066232	2067599	+	1368	1270	1224	1296	1266	3	84	1092	1302	129	133
HVO_RS15280	NC_013967.1	2067601	2068149	+	549	126	159	146	192	0	9	213	229	36	19
HVO_RS15285	NC_013967.1	2068285	2068887	+	603	594	819	839	1231	0	320	1940	1601	260	144
HVO_RS15290	NC_013967.1	2068924	2070099	-	1176	879	673	702	867	0	118	925	1127	221	92
HVO_RS15295	NC_013967.1	2070415	2071035	-	621	1673	1776	1813	1818	4	141	4275	1334	879	209
HVO_RS15300	NC_013967.1	2071042	2071836	-	795	15083	14658	15136	15824	10	1189	28564	9320	4366	3569
HVO_RS15305	NC_013967.1	2071805	2072992	-	1188	34482	30674	31663	32278	30	2244	55140	19733	9026	7651
HVO_RS15310	NC_013967.1	2073204	2074109	-	906	8706	2586	2715	2930	2	195	3378	6475	1984	304
HVO_RS15315	NC_013967.1	2074256	2074501	-	246	354	431	380	758	1	19	428	1343	366	30
HVO_RS15320	NC_013967.1	2074586	2075179	+	594	871	1041	956	1075	1	118	1431	573	141	178
HVO_RS15325	NC_013967.1	2075199	2075519	-	321	278	261	301	313	0	18	391	295	44	43
HVO_RS15330	NC_013967.1	2075659	2076705	+	1047	4054	1993	2111	2525	1	35	856	2085	1487	116
HVO_RS15335	NC_013967.1	2076722	2076955	-	234	742	489	543	559	0	10	178	429	177	29
HVO_RS15340	NC_013967.1	2077064	2077747	+	684	296	234	263	315	0	19	241	415	99	33
HVO_RS15345	NC_013967.1	2077750	2077986	+	237	229	211	172	256	1	21	321	234	77	20
HVO_RS15350	NC_013967.1	2078046	2078543	-	498	487	400	416	443	2	46	683	333	104	62
HVO_RS15355	NC_013967.1	2078874	2081267	-	2394	2010	1032	1112	1319	4	271	1218	1960	428	142
HVO_RS21050	NC_013967.1	2081381	2081557	-	177	89	259	335	559	0	3	276	314	64	23
HVO_RS15360	NC_013967.1	2082040	2082124	-	85	236	330	368	392	0	19	442	434	65	40
HVO_RS15365	NC_013967.1	2082166	2082510	-	345	1291	1281	1355	1631	3	82	1883	1589	395	202
HVO_RS15370	NC_013967.1	2082802	2085363	+	2562	213	580	558	665	3	203	2579	374	558	131
HVO_RS15375	NC_013967.1	2085478	2086821	+	1344	2536	2389	2413	2591	4	223	3541	2348	691	271
HVO_RS15380	NC_013967.1	2086870	2087388	-	519	4020	4855	5286	5384	3	426	8291	5306	1070	851
HVO_RS15385	NC_013967.1	2087596	2088573	+	978	50	56	68	72	0	4	78	63	12	8
HVO_RS15390	NC_013967.1	2088664	2088900	+	237	41	30	36	31	0	5	31	33	10	3
HVO_RS15395	NC_013967.1	2088987	2090012	+	1026	4610	2679	2828	2677	5	135	3691	5324	682	379
HVO_RS15400	NC_013967.1	2090082	2091164	-	1083	8804	5648	5915	6403	3	472	7880	10878	1348	961
HVO_RS15405	NC_013967.1	2091273	2092316	+	1044	2134	1789	1870	1869	0	194	3194	1460	370	376
HVO_RS15410	NC_013967.1	2092375	2093244	-	870	16892	7974	8452	8042	12	739	12165	24265	3323	1064
HVO_RS15415	NC_013967.1	2093381	2094415	-	1035	1825	1014	1088	1522	2	61	958	1187	257	71
HVO_RS15420	NC_013967.1	2094572	2095312	+	741	1232	762	799	767	0	79	1014	736	140	151
HVO_RS15425	NC_013967.1	2095309	2096085	+	777	1003	773	841	861	0	74	974	725	231	120
HVO_RS15430	NC_013967.1	2096172	2096876	+	705	1602	888	884	1080	0	133	3002	892	318	246
HVO_RS15435	NC_013967.1	2096887	2097303	+	417	1373	1001	1030	1192	4	89	2633	1494	441	178
HVO_RS15440	NC_013967.1	2097367	2097768	+	402	610	631	685	782	0	57	952	537	219	115
HVO_RS15445	NC_013967.1	2097818	2098270	-	453	647	764	893	855	1	46	847	725	154	116
HVO_RS15450	NC_013967.1	2098267	2098566	-	300	442	587	572	877	0	22	676	685	64	107
HVO_RS15455	NC_013967.1	2098773	2099213	-	441	133	160	144	148	0	8	116	319	60	18
HVO_RS15460	NC_013967.1	2099463	2099735	+	273	57	113	115	242	0	11	100	146	44	20
HVO_RS15465	NC_013967.1	2099874	2100302	-	429	1326	1066	1090	2345	1	56	1306	2127	763	166
HVO_RS15470	NC_013967.1	2100423	2101256	-	834	1482	252	217	621	0	6	51	194	275	12
HVO_RS15475	NC_013967.1	2101353	2101568	+	216	298	321	358	642	0	30	542	509	194	55
HVO_RS15480	NC_013967.1	2101717	2102325	-	609	2064	3338	3456	3973	4	384	4959	2457	598	518
HVO_RS15485	NC_013967.1	2102464	2102682	+	219	132	110	107	135	0	4	120	174	35	6
HVO_RS15490	NC_013967.1	2102738	2103457	-	720	820	361	424	752	0	19	332	521	147	33
HVO_RS15495	NC_013967.1	2103547	2103786	-	240	673	92	123	368	0	1	47	110	61	13
HVO_RS15500	NC_013967.1	2103968	2104810	-	843	826	801	737	794	0	58	1046	600	168	112
HVO_RS15505	NC_013967.1	2104893	2105708	-	816	588	1499	1461	1517	0	101	3053	473	141	385
HVO_RS15510	NC_013967.1	2105839	2107227	-	1389	807	3245	3430	3135	1	278	11649	277	146	944
HVO_RS15515	NC_013967.1	2107402	2107947	-	546	239	345	392	393	0	20	623	164	45	61
HVO_RS15520	NC_013967.1	2108017	2109711	-	1695	152	119	138	151	0	7	133	198	40	14
HVO_RS15525	NC_013967.1	2110297	2111463	-	1167	573	480	506	672	0	27	627	814	90	84
HVO_RS15530	NC_013967.1	2111533	2112195	+	663	104	121	133	160	0	1	104	99	10	32
HVO_RS20605	NC_013967.1	2112703	2113671	-	969	196	281	269	357	0	2	76	73	8	66
HVO_RS15535	NC_013967.1	2113851	2114561	-	711	184	136	130	171	0	8	135	170	15	26
HVO_RS15540	NC_013967.1	2114657	2115367	+	711	498	387	407	453	0	26	609	291	49	82
HVO_RS15545	NC_013967.1	2115430	2116818	+	1389	1279	2564	2604	2391	0	89	1964	652	109	493
HVO_RS21055	NC_013967.1	2116907	2117077	+	171	63	122	143	156	0	0	124	61	26	25
HVO_RS15550	NC_013967.1	2117186	2117695	+	510	39	67	57	61	0	0	42	102	4	5
HVO_RS15555	NC_013967.1	2117697	2118632	+	936	72	89	103	152	0	5	63	66	8	18
HVO_RS15560	NC_013967.1	2118646	2118960	+	315	89	129	162	186	0	7	112	104	30	15
HVO_RS15565	NC_013967.1	2119332	2119541	+	210	10	18	8	21	0	0	4	7	5	3
HVO_RS15570	NC_013967.1	2119563	2119757	+	195	20	18	22	32	0	0	16	16	3	13
HVO_RS15575	NC_013967.1	2119911	2122316	+	2406	2601	4567	4949	6606	4	157	3668	1445	521	1034
HVO_RS15580	NC_013967.1	2122480	2122746	-	267	89	154	145	198	0	5	104	64	16	14
HVO_RS15585	NC_013967.1	2122933	2123286	+	354	418	565	546	835	0	9	436	245	30	138
HVO_RS15590	NC_013967.1	2123279	2124760	+	1482	2212	2651	2987	3852	0	56	2712	1062	211	696
HVO_RS15595	NC_013967.1	2124744	2125901	+	1158	1508	1717	1903	2451	1	41	1449	1206	166	311
HVO_RS15600	NC_013967.1	2126072	2126614	-	543	310	394	409	462	0	19	410	255	59	85
