# Program:featureCounts v2.0.1; Command:"featureCounts" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2019_counts.txt" "dpyrE2-4hmfe-2_S5_sorted.bam" "dpyrE2-4hmfe-4_S9_sorted.bam" "dpyrE2-4hmfe-5_S18_sorted.bam" "dpyrE2-4hpfe-2_S2_sorted.bam" "dpyrE2-4hpfe-4_S16_sorted.bam" "dpyrE2-4hpfe-5_S12_sorted.bam" "dtbsP-4hmfe-2_S40_sorted.bam" "dtbsP-4hmfe-5_S46_sorted.bam" "dtbsP-4hmfe-6_S52_sorted.bam" "dtbsP-4hpfe-2_S38_sorted.bam" "dtbsP-4hpfe-5_S43_sorted.bam" "dtbsP-4hpfe-6_S49_sorted.bam" "dtrmB-4hmfe-1_S24_sorted.bam" "dtrmB-4hmfe-5_S30_sorted.bam" "dtrmB-4hmfe-6_S36_sorted.bam" "dtrmB-4hpfe-1_S21_sorted.bam" "dtrmB-4hpfe-5_S27_sorted.bam" "dtrmB-4hpfe-6_S33_sorted.bam" "dtrmBdtbsP-4hmfe-2_S56_sorted.bam" "dtrmBdtbsP-4hmfe-5_S66_sorted.bam" "dtrmBdtbsP-4hmfe-6_S72_sorted.bam" "dtrmBdtbsP-4hpfe-2_S54_sorted.bam" "dtrmBdtbsP-4hpfe-5_S65_sorted.bam" "dtrmBdtbsP-4hpfe-6_S69_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	dpyrE2-4hmfe-2_S5_sorted.bam	dpyrE2-4hmfe-4_S9_sorted.bam	dpyrE2-4hmfe-5_S18_sorted.bam	dpyrE2-4hpfe-2_S2_sorted.bam	dpyrE2-4hpfe-4_S16_sorted.bam	dpyrE2-4hpfe-5_S12_sorted.bam	dtbsP-4hmfe-2_S40_sorted.bam	dtbsP-4hmfe-5_S46_sorted.bam	dtbsP-4hmfe-6_S52_sorted.bam	dtbsP-4hpfe-2_S38_sorted.bam	dtbsP-4hpfe-5_S43_sorted.bam	dtbsP-4hpfe-6_S49_sorted.bam	dtrmB-4hmfe-1_S24_sorted.bam	dtrmB-4hmfe-5_S30_sorted.bam	dtrmB-4hmfe-6_S36_sorted.bam	dtrmB-4hpfe-1_S21_sorted.bam	dtrmB-4hpfe-5_S27_sorted.bam	dtrmB-4hpfe-6_S33_sorted.bam	dtrmBdtbsP-4hmfe-2_S56_sorted.bam	dtrmBdtbsP-4hmfe-5_S66_sorted.bam	dtrmBdtbsP-4hmfe-6_S72_sorted.bam	dtrmBdtbsP-4hpfe-2_S54_sorted.bam	dtrmBdtbsP-4hpfe-5_S65_sorted.bam	dtrmBdtbsP-4hpfe-6_S69_sorted.bam
HVO_RS13990	NC_013967.1	1785095	1785331	-	237	365	123	420	345	370	654	143	0	28	816	847	762	446	487	381	551	929	906	62	78	323	23	798	185
HVO_RS13995	NC_013967.1	1785485	1785712	+	228	138	37	156	181	221	274	33	0	10	275	253	408	329	326	170	604	359	387	26	45	130	8	578	45
HVO_RS14000	NC_013967.1	1785835	1787526	-	1692	1206	196	1437	903	934	1014	182	3	110	2005	1672	1894	1465	1047	860	1804	1771	1494	251	260	616	56	4156	372
HVO_RS14005	NC_013967.1	1787523	1790288	-	2766	2652	441	3162	1539	1653	1646	360	4	211	3152	2855	3227	2521	2056	1841	2960	2929	2665	703	355	1301	162	7237	789
HVO_RS14010	NC_013967.1	1790495	1791451	+	957	2990	1290	3730	2358	2438	3383	589	5	78	923	860	2179	5188	3777	3665	1556	1909	1177	809	783	3297	186	8121	442
HVO_RS14015	NC_013967.1	1791457	1792485	+	1029	2465	434	2969	1024	1078	1743	216	5	59	463	410	955	2569	1860	1741	950	872	561	600	568	1388	91	6272	194
HVO_RS14020	NC_013967.1	1792482	1794722	+	2241	4515	935	5228	1418	1467	2451	397	4	104	995	906	1769	3795	2701	2832	1762	1468	1014	1073	885	2973	216	12143	348
HVO_RS14025	NC_013967.1	1794784	1796034	+	1251	1445	609	1717	2817	2899	2832	553	0	127	3267	3172	4421	2451	2001	1503	2278	4437	3800	398	438	1708	95	3499	1104
HVO_RS14030	NC_013967.1	1796200	1797279	+	1080	1229	255	1488	976	999	1089	221	1	46	1026	927	1342	2688	2002	1673	1106	1512	1205	300	277	1055	54	2685	305
HVO_RS14035	NC_013967.1	1797346	1797639	+	294	16271	3157	18876	9852	10287	14020	2098	14	836	17886	17134	18913	29146	23004	15716	36497	23822	19635	3354	1808	11283	821	32709	3820
HVO_RS14040	NC_013967.1	1797762	1798127	-	366	477	182	642	534	551	515	132	1	32	566	557	768	569	397	354	800	783	604	122	123	665	23	1636	221
HVO_RS14045	NC_013967.1	1798128	1798691	-	564	889	207	1035	785	743	771	169	0	51	857	775	1152	997	760	514	910	1276	904	169	237	589	34	2535	207
HVO_RS14050	NC_013967.1	1798688	1799209	-	522	929	178	1039	687	707	752	145	0	45	913	849	1229	926	751	631	1240	1235	955	214	267	723	28	2564	273
HVO_RS14055	NC_013967.1	1799234	1799752	-	519	643	101	731	309	298	296	75	0	30	531	489	580	479	368	290	456	626	465	212	138	442	35	1569	172
HVO_RS14060	NC_013967.1	1800019	1800366	-	348	292	163	383	424	412	571	146	0	21	358	339	446	446	423	319	349	484	437	99	174	858	27	473	125
HVO_RS21305	NC_013967.1	1800526	1801410	-	885	123	30	108	109	91	145	22	0	13	103	102	147	211	157	151	155	147	113	33	49	138	4	452	23
HVO_RS14070	NC_013967.1	1801414	1803735	-	2322	814	104	951	247	267	296	85	0	35	268	226	338	815	650	641	689	330	271	285	87	305	49	2163	84
HVO_RS14075	NC_013967.1	1803818	1804306	-	489	626	136	669	626	625	738	120	1	71	1066	886	1258	768	669	491	2047	1269	1287	125	198	452	45	2528	211
HVO_RS14080	NC_013967.1	1804460	1806424	-	1965	73002	20429	88432	57437	60312	77982	21281	29	1527	70878	72435	81044	60342	54493	42454	38312	93596	68980	16417	15910	87493	2615	57851	22391
HVO_RS14085	NC_013967.1	1806697	1807170	+	474	403	158	504	746	758	802	198	1	48	1407	1352	1449	479	366	293	1010	1552	1460	71	147	645	17	1045	288
HVO_RS14090	NC_013967.1	1807573	1808811	+	1239	5927	1671	7225	4166	4372	4304	1016	7	290	4421	4471	6546	2621	2309	2803	6541	6631	5296	1556	758	3929	521	19756	1708
HVO_RS14095	NC_013967.1	1808923	1809396	+	474	672	206	859	651	696	660	175	2	74	1543	1404	1390	482	419	516	1860	1531	1511	200	84	310	73	3943	372
HVO_RS14100	NC_013967.1	1809487	1810332	+	846	952	136	1110	592	585	633	147	0	50	1177	1268	1319	734	630	549	1501	1240	1101	217	169	566	52	2784	217
HVO_RS14105	NC_013967.1	1810464	1810847	+	384	2227	394	2586	1495	1584	1355	358	1	152	2016	1936	2742	3444	2781	1896	3836	2852	2555	348	534	1189	60	6938	460
HVO_RS21005	NC_013967.1	1811021	1811182	+	162	418	181	515	583	628	657	134	2	37	549	520	933	1363	993	909	1300	961	731	96	107	524	39	1737	198
HVO_RS14110	NC_013967.1	1811208	1811531	-	324	809	287	872	728	740	1203	181	4	39	829	791	1325	2047	1722	1059	1485	1271	1040	155	437	1310	43	2653	209
HVO_RS14115	NC_013967.1	1811649	1813451	-	1803	3941	1312	4742	4323	4666	5362	1346	5	392	8883	9246	8987	2148	1833	2105	9573	9143	8009	1151	603	3189	432	18652	2902
HVO_RS14120	NC_013967.1	1813650	1813895	+	246	911	411	1163	1695	1888	2291	365	0	42	2250	2270	3960	1673	1894	1586	2327	3026	2922	230	309	2592	48	2494	904
HVO_RS14125	NC_013967.1	1813914	1814372	+	459	2176	1123	2726	4862	4807	4768	733	3	145	5134	5190	9063	3358	2548	2333	5904	7853	6035	448	839	5247	195	7085	2039
HVO_RS14130	NC_013967.1	1814406	1815143	-	738	766	369	1001	1335	1415	1457	266	0	78	1558	1496	2454	800	615	711	2091	2270	1709	191	221	1134	63	3129	516
HVO_RS14135	NC_013967.1	1815330	1816622	-	1293	1661	606	2022	2207	2264	2320	630	1	116	3288	3292	3790	4135	3220	2415	2762	4129	3228	375	668	2283	106	3763	901
HVO_RS14140	NC_013967.1	1816695	1817228	+	534	965	213	1149	1081	1057	1054	198	0	90	1161	1336	1711	1844	1429	934	2662	1714	1609	167	179	618	40	3198	313
HVO_RS14145	NC_013967.1	1817248	1817931	-	684	521	88	562	356	374	336	77	0	45	469	410	655	611	519	455	1051	545	442	151	124	376	33	1998	105
HVO_RS14150	NC_013967.1	1817928	1818632	-	705	547	83	609	223	175	184	88	1	13	399	382	455	662	532	394	411	356	280	190	271	806	27	1239	132
HVO_RS14155	NC_013967.1	1818629	1819327	-	699	515	104	709	285	279	258	118	0	27	577	590	821	959	772	533	631	506	359	154	452	2044	21	1479	197
HVO_RS14160	NC_013967.1	1819455	1820090	-	636	594	135	767	441	503	470	116	1	12	466	472	720	3370	2788	1551	540	634	547	130	279	998	14	801	149
HVO_RS14165	NC_013967.1	1820205	1820708	+	504	2200	548	2601	2583	2657	2436	426	4	161	3081	2841	5115	4867	3647	2655	6357	4777	4290	407	844	2884	131	8725	946
HVO_RS14170	NC_013967.1	1820758	1821099	-	342	678	224	721	751	737	779	116	2	60	709	742	1286	767	614	507	1958	1174	916	167	159	799	40	2913	278
HVO_RS14175	NC_013967.1	1821227	1822090	+	864	2801	1249	3321	3392	3587	3037	954	1	402	7445	7774	7045	2449	1919	1984	8516	5634	6151	705	712	3967	164	8526	2293
HVO_RS14180	NC_013967.1	1822087	1823661	+	1575	5077	2226	6416	6671	7210	4686	1845	2	806	16932	16338	12842	4002	2664	3605	13381	9834	11752	1217	1017	5506	284	14797	4149
HVO_RS14185	NC_013967.1	1823943	1824173	+	231	5169	2020	5992	4485	4641	5122	1577	3	284	5572	5817	9571	17397	14204	9930	9748	8037	6896	2185	1407	14014	602	11291	2761
HVO_RS14190	NC_013967.1	1824240	1824887	-	648	1019	379	1210	1184	1255	1257	304	1	124	1524	1473	2309	1493	1159	1173	3836	2033	1634	272	355	1733	111	3960	517
HVO_RS14195	NC_013967.1	1824976	1826259	-	1284	2447	841	2761	2957	3117	3491	752	2	193	4141	3866	5039	3903	3055	2503	3228	5328	4196	559	717	3049	130	5656	1199
HVO_RS14200	NC_013967.1	1826450	1827427	+	978	5029	720	5947	2823	2801	2477	637	3	231	4861	4610	6587	2736	2156	1932	5234	5598	5203	767	911	3224	256	11426	1271
HVO_RS14205	NC_013967.1	1827568	1828161	-	594	6134	7347	7226	11288	11657	13861	3282	9	2190	25284	24616	23883	5670	3269	4333	58463	29078	23074	2604	2116	12982	962	47172	8735
HVO_RS14215	NC_013967.1	1829072	1830373	-	1302	1070	107	1250	226	228	267	91	0	15	259	300	301	374	287	264	303	390	312	310	60	342	10	472	91
HVO_RS14220	NC_013967.1	1830366	1831403	-	1038	624	70	768	118	172	161	52	0	8	163	179	167	174	123	118	243	226	198	267	43	236	4	220	58
HVO_RS14225	NC_013967.1	1831400	1831654	-	255	166	26	214	9	7	15	2	0	2	9	5	9	16	32	15	6	9	9	162	3	64	0	9	7
HVO_RS14230	NC_013967.1	1832000	1832953	+	954	372	131	456	376	363	343	94	1	16	614	664	787	493	420	369	626	751	561	94	86	399	24	1229	217
HVO_RS14235	NC_013967.1	1832950	1833735	+	786	311	87	356	329	337	295	64	0	21	453	482	650	291	229	208	605	606	468	81	46	278	32	997	168
HVO_RS14240	NC_013967.1	1833881	1834780	+	900	3156	1908	3867	5226	5907	6083	1332	2	240	3014	3074	6618	5255	4658	3770	3738	6567	4890	582	812	4421	141	5381	1388
HVO_RS14245	NC_013967.1	1834767	1835816	+	1050	5429	3169	6728	9436	9990	10039	2154	4	361	4873	5024	11505	9593	7457	5699	7040	11197	8002	1043	1281	6147	265	9394	2222
HVO_RS14250	NC_013967.1	1836031	1836627	+	597	397	126	504	511	516	653	118	0	30	862	917	995	470	334	259	935	1186	939	50	125	432	14	1188	220
HVO_RS14255	NC_013967.1	1836712	1836784	+	73	66	32	89	86	96	273	32	1	15	561	371	501	116	155	80	554	616	620	15	35	66	7	431	45
HVO_RS14260	NC_013967.1	1837331	1838560	+	1230	1942	867	2127	5426	5700	3608	440	1	581	3753	3783	6749	1312	998	1242	13188	9282	7663	546	298	1269	163	13377	1466
HVO_RS14265	NC_013967.1	1838678	1838872	-	195	9110	4840	10343	8548	8701	14463	2130	9	733	11534	11739	17149	7718	6109	5591	33723	16102	15664	1147	1158	5364	522	34074	4020
HVO_RS14270	NC_013967.1	1839125	1839742	+	618	393	133	456	692	761	824	124	1	40	805	670	1122	709	423	325	1311	1121	886	94	225	806	20	1567	227
HVO_RS14275	NC_013967.1	1839773	1840531	-	759	75	30	96	156	159	135	30	0	10	127	126	237	195	151	112	332	189	164	13	16	110	5	573	39
HVO_RS14280	NC_013967.1	1840609	1841340	+	732	404	115	441	360	344	443	101	1	23	549	498	541	420	323	280	627	636	517	91	120	385	24	1298	123
HVO_RS14285	NC_013967.1	1841386	1841982	+	597	530	142	610	585	604	644	144	1	30	824	792	941	957	749	474	887	1144	883	107	205	677	25	1250	206
HVO_RS14290	NC_013967.1	1842074	1842847	+	774	1821	530	2216	1695	1803	1634	427	3	96	1393	1473	3077	3130	2531	2001	2406	2601	2595	504	194	1503	142	5607	859
HVO_RS14295	NC_013967.1	1842896	1844767	+	1872	809	201	958	580	630	616	166	0	56	537	518	856	1032	742	664	1078	1008	720	177	136	596	51	2487	199
HVO_RS14300	NC_013967.1	1844851	1846359	-	1509	416	751	499	1422	1590	1682	745	1	204	9778	9577	4781	1106	1101	1967	2573	3510	2638	290	1609	7501	98	7796	984
HVO_RS14305	NC_013967.1	1846356	1846637	-	282	12	23	25	54	52	88	26	0	7	520	487	303	42	56	82	150	189	143	8	84	260	5	344	35
HVO_RS14310	NC_013967.1	1846826	1848376	+	1551	1364	550	1492	2407	2400	2388	748	0	197	4380	4587	4273	1083	1029	792	4117	4937	4243	345	286	1303	151	4109	1237
HVO_RS14315	NC_013967.1	1848449	1848724	+	276	554	219	638	620	568	867	125	2	33	823	786	956	848	678	676	1030	1051	934	128	170	717	51	1197	259
HVO_RS14320	NC_013967.1	1848804	1849109	+	306	814	316	1096	878	934	1041	204	1	60	982	1074	1281	1467	1109	966	1818	1417	1139	174	123	983	55	1953	355
HVO_RS14325	NC_013967.1	1849160	1850023	-	864	623	260	685	824	893	971	208	1	70	1222	1280	1505	648	493	444	1892	1758	1438	180	95	686	86	2211	476
HVO_RS14330	NC_013967.1	1850300	1852315	+	2016	535	135	616	513	511	662	152	0	28	645	567	885	1131	878	642	778	857	685	170	191	751	51	1203	148
HVO_RS14340	NC_013967.1	1853232	1853693	-	462	183	96	210	229	214	281	35	2	13	150	176	333	406	318	234	275	299	254	47	73	328	11	610	68
HVO_RS14345	NC_013967.1	1853807	1855564	+	1758	1012	471	1275	2020	2010	2289	473	0	164	2189	2068	3188	1279	1008	708	3352	4279	3313	215	252	1042	75	4418	789
HVO_RS14350	NC_013967.1	1855802	1856071	+	270	93	47	92	166	168	246	36	0	6	220	241	240	199	159	144	222	296	327	20	32	158	7	340	63
HVO_RS14355	NC_013967.1	1856174	1856482	+	309	526	145	658	535	530	480	190	1	36	1276	1157	1238	421	422	375	1713	1250	1127	101	74	621	63	1268	381
HVO_RS14360	NC_013967.1	1856667	1857056	+	390	940	327	1029	699	792	793	154	0	30	634	687	982	1422	1014	912	1335	1140	957	182	167	1149	53	2343	291
HVO_RS14365	NC_013967.1	1858184	1858579	-	396	1977	881	2370	1283	1393	2332	304	1	42	501	437	950	7943	6289	4108	1182	1294	953	400	663	2484	53	2366	193
HVO_RS14370	NC_013967.1	1858707	1859891	-	1185	4774	2166	5567	5660	5862	7904	1266	4	264	3288	3145	5846	7280	5655	3800	5985	8530	5919	840	1045	4245	224	7330	1196
HVO_RS14375	NC_013967.1	1860015	1860512	+	498	835	264	1084	992	1006	1031	128	2	29	614	499	1432	1429	1248	797	1383	1373	966	182	287	666	70	1615	168
HVO_RS14380	NC_013967.1	1860594	1861604	-	1011	26683	11567	32198	31375	32408	32908	4961	5	777	16743	17187	35292	59893	44920	30467	27330	45671	31244	5482	5295	26483	934	31938	7004
HVO_RS14385	NC_013967.1	1861770	1862669	-	900	4270	1151	4955	3278	3293	4014	587	3	94	1973	2040	3343	8468	6083	4495	2632	4269	3620	1097	930	3815	215	4570	749
HVO_RS14390	NC_013967.1	1862777	1864156	-	1380	13769	5060	16372	21363	22278	31151	2735	15	506	12304	11184	22743	38210	27151	16110	14710	27052	20877	2025	6029	14217	409	20066	2579
HVO_RS14395	NC_013967.1	1864256	1864615	-	360	1231	670	1465	1545	1581	2200	419	2	88	956	920	1495	2495	1380	1535	3415	2351	2071	279	353	1805	89	4316	418
HVO_RS14400	NC_013967.1	1864886	1865158	-	273	446	164	579	966	1030	1134	183	0	24	1479	1280	2391	1185	1053	636	1164	2211	1811	88	269	622	22	1304	326
HVO_RS14405	NC_013967.1	1865495	1865797	+	303	1033	544	1203	2183	2280	2329	261	1	121	805	854	2034	1715	1338	1282	4810	2623	2192	327	307	1584	133	3692	487
HVO_RS14410	NC_013967.1	1865741	1866544	-	804	1709	673	1939	3241	3371	3524	363	2	51	1605	1571	4028	4556	2815	2279	1788	4434	3212	395	492	2742	109	2798	902
HVO_RS14415	NC_013967.1	1866807	1867007	-	201	356	99	373	102	101	233	30	0	7	138	128	166	170	180	163	188	230	221	39	46	171	9	498	35
HVO_RS14420	NC_013967.1	1867278	1867883	-	606	682	366	854	1418	1442	1619	266	0	35	750	669	1089	1865	1466	935	1696	1598	1683	133	226	531	35	1487	211
HVO_RS14425	NC_013967.1	1867948	1868175	-	228	27	7	33	52	65	95	5	0	0	50	43	73	92	62	30	58	107	83	9	16	11	1	115	3
HVO_RS14430	NC_013967.1	1868835	1870061	-	1227	8111	833	9056	2045	2107	2221	828	5	36	2614	2438	5587	3843	2003	2374	853	1950	1536	2066	2129	7626	406	15826	1581
HVO_RS14435	NC_013967.1	1870247	1871404	+	1158	1218	298	1450	623	641	834	155	0	16	325	306	617	1914	1558	1392	486	605	457	223	198	738	41	1502	132
HVO_RS14440	NC_013967.1	1871507	1871686	+	180	98	27	137	95	108	136	21	0	10	109	86	150	244	211	181	255	166	148	13	14	94	8	268	38
HVO_RS14445	NC_013967.1	1871717	1872109	-	393	370	223	483	1240	1237	1477	221	0	98	1671	1623	2149	663	570	407	4528	2226	2006	68	157	518	41	2736	437
HVO_RS14460	NC_013967.1	1874485	1874946	-	462	1047	445	1297	1790	1873	1921	393	0	87	1571	1416	2205	696	653	482	2781	3131	2691	184	115	629	85	2596	641
HVO_RS14465	NC_013967.1	1875211	1876422	+	1212	123	426	132	4667	4738	1939	132	1	22	129	168	287	4309	3040	3425	592	3248	1802	877	611	3477	12	176	137
HVO_RS14470	NC_013967.1	1876480	1878048	+	1569	96	149	97	2010	2100	759	64	0	12	144	121	266	1314	1174	907	481	1614	901	196	188	888	10	149	74
HVO_RS14475	NC_013967.1	1878045	1879175	+	1131	42	44	70	885	966	337	34	1	7	69	64	142	507	530	364	232	663	363	65	74	335	4	133	28
HVO_RS14480	NC_013967.1	1879172	1880227	+	1056	38	68	37	962	1005	317	25	0	5	53	48	91	523	514	381	173	675	403	81	74	439	4	96	25
HVO_RS14485	NC_013967.1	1880343	1881461	+	1119	976	348	1249	1022	1118	1129	243	3	35	765	762	1124	1701	1241	954	1327	1373	1109	279	164	762	91	1841	300
HVO_RS14490	NC_013967.1	1881529	1881720	+	192	24	18	41	43	52	56	13	0	2	30	33	48	63	35	51	71	66	54	10	7	49	5	104	19
HVO_RS14495	NC_013967.1	1882056	1882382	-	327	906	579	1064	910	980	2312	368	1	27	633	582	1033	2798	2308	1618	1212	1227	933	163	346	1897	48	1168	260
HVO_RS21010	NC_013967.1	1882530	1882706	-	177	48	26	65	125	130	194	31	0	5	106	101	159	65	52	41	204	246	169	9	9	88	2	122	48
HVO_RS14505	NC_013967.1	1883147	1884325	-	1179	127	143	179	513	514	265	36	0	59	132	128	287	151	88	107	1655	540	445	46	13	98	6	827	89
HVO_RS14510	NC_013967.1	1884634	1885134	-	501	193	82	248	256	267	434	59	1	8	220	194	284	147	104	97	315	328	336	28	35	174	14	240	60
HVO_RS14515	NC_013967.1	1885450	1886370	+	921	3836	2750	4637	6537	6778	9019	1316	2	71	3348	3799	6768	6741	5126	4175	2988	8053	5653	826	1115	6393	307	5033	1970
HVO_RS14520	NC_013967.1	1886684	1887007	+	324	147	57	182	257	280	333	45	0	7	127	156	299	262	217	160	343	317	210	21	29	185	17	436	54
HVO_RS21425	NC_013967.1	1887273	1887401	+	129	93	43	94	86	81	103	28	0	0	39	54	87	151	147	96	106	131	106	17	11	67	4	176	28
HVO_RS14525	NC_013967.1	1888354	1889583	+	1230	401	121	526	441	418	563	115	0	21	392	424	635	344	249	265	636	706	575	125	28	299	38	609	194
HVO_RS14530	NC_013967.1	1890204	1890875	-	672	66	25	46	86	89	109	20	0	1	89	72	129	79	61	55	167	160	125	9	7	46	4	228	25
HVO_RS14535	NC_013967.1	1890935	1891897	-	963	131	82	178	176	200	274	64	0	10	172	227	297	57	88	139	423	335	274	35	24	164	32	721	107
HVO_RS14540	NC_013967.1	1892176	1892412	+	237	319	183	419	300	358	447	98	0	17	296	404	613	136	139	223	589	424	418	81	30	702	48	713	205
HVO_RS14545	NC_013967.1	1892437	1893654	-	1218	1688	817	2136	1571	1622	2083	489	5	50	1329	1845	3587	943	908	984	1637	2216	1787	560	239	3491	239	4455	1271
HVO_RS14550	NC_013967.1	1893837	1894727	+	891	892	714	1222	866	935	1624	462	1	13	523	861	1344	638	713	852	481	986	787	514	113	2983	190	1329	751
HVO_RS14555	NC_013967.1	1894729	1895808	+	1080	1749	1279	2180	1818	1894	3032	681	1	45	1142	1978	3330	792	946	1048	1896	2129	1692	700	167	4079	289	5819	1655
HVO_RS14560	NC_013967.1	1895852	1896775	+	924	1141	741	1437	1280	1473	1922	447	3	25	902	1588	2493	508	677	697	1309	1546	1474	387	51	2481	378	3213	1306
HVO_RS14570	NC_013967.1	1897872	1899221	+	1350	232	89	293	282	293	350	84	0	17	291	292	432	194	204	174	508	459	382	51	38	268	28	610	143
HVO_RS20230	NC_013967.1	1899623	1901059	+	1437	682	419	849	869	930	1424	284	1	13	722	1259	1406	313	406	470	779	1244	1099	283	44	1725	137	1109	694
HVO_RS20235	NC_013967.1	1901202	1902320	+	1119	1254	914	1529	1628	1740	2620	604	3	38	890	1452	2740	700	830	827	969	1741	1269	343	200	4243	252	3205	1190
HVO_RS14575	NC_013967.1	1902561	1903727	-	1167	526	154	645	435	502	566	172	1	38	546	672	688	838	717	550	730	708	617	166	53	758	36	859	220
HVO_RS20240	NC_013967.1	1903778	1905196	-	1419	1371	701	1615	2271	2439	2758	917	0	47	1320	2215	3274	411	545	705	1608	2332	1800	270	141	4351	451	3561	1850
HVO_RS14580	NC_013967.1	1905450	1905920	+	471	2274	1910	2781	4267	4521	5877	1659	2	75	2209	2402	5888	2005	1711	1218	4233	5956	4595	370	710	7214	347	6116	2029
HVO_RS14585	NC_013967.1	1905983	1907056	+	1074	8459	2976	10410	7270	7774	8867	2522	8	130	7253	7659	11783	10387	8291	6804	4933	11109	7779	2113	2094	13012	659	14088	3578
HVO_RS14590	NC_013967.1	1907059	1907238	+	180	1002	398	1243	965	1050	1058	288	0	22	1002	972	1500	1198	988	875	734	1383	1029	170	131	1121	66	1584	396
HVO_RS14595	NC_013967.1	1907226	1908128	-	903	986	401	1231	1062	1066	1094	223	1	29	951	1035	1509	816	634	772	1139	1609	1225	192	183	1040	127	2187	450
HVO_RS14600	NC_013967.1	1908182	1909114	+	933	2501	1195	2928	3432	3658	4491	1075	1	106	3164	3189	4930	1984	1543	1348	3051	5348	4315	517	444	3142	230	3871	1459
HVO_RS14605	NC_013967.1	1909115	1909585	+	471	1551	840	1829	2517	2733	3080	628	2	64	2009	2172	3519	1284	925	855	2003	3742	2805	309	299	1900	163	2454	941
HVO_RS14610	NC_013967.1	1909651	1910892	-	1242	3540	2805	4442	9024	9419	11754	1480	7	131	4749	5268	11915	8520	5770	4883	4048	10703	7596	668	1459	8146	270	6356	3126
HVO_RS14615	NC_013967.1	1911379	1911816	-	438	19381	8531	23142	26948	28252	29015	8309	23	1336	31771	34934	43351	25982	17854	19319	49034	46914	33886	6521	4619	37808	2590	65209	17585
HVO_RS21015	NC_013967.1	1912502	1912663	-	162	636	269	789	640	613	1031	412	0	28	1092	1220	1419	279	283	246	1230	957	906	77	87	896	84	1621	415
HVO_RS14620	NC_013967.1	1912946	1913440	-	495	1407	1732	1797	4475	4858	3894	1083	4	98	3065	3034	5416	1168	1010	732	3380	4881	3708	305	943	5538	191	4322	1478
HVO_RS14625	NC_013967.1	1913566	1913850	+	285	318	137	383	30	62	94	11	1	2	15	23	44	338	186	138	92	32	30	44	21	303	3	82	9
HVO_RS14630	NC_013967.1	1914245	1915219	+	975	513	331	590	1402	1507	1076	221	4	509	2043	1973	2706	899	627	557	9107	3005	2281	177	188	648	43	5374	795
HVO_RS14635	NC_013967.1	1915383	1916003	-	621	699	493	818	1306	1378	1775	523	2	112	1890	2306	2372	415	413	517	2794	2305	1987	191	74	907	121	4172	1043
HVO_RS14640	NC_013967.1	1916182	1917294	-	1113	539	347	644	1248	1221	1419	412	0	72	1802	1777	1942	345	290	307	1592	2149	1768	131	201	939	64	2087	603
HVO_RS14645	NC_013967.1	1917415	1919934	-	2520	3560	3702	4253	7310	7589	9423	1516	10	497	7764	8327	12348	3129	2325	2948	10510	10784	8269	1289	1519	9154	374	24437	3385
HVO_RS14650	NC_013967.1	1919938	1921506	-	1569	4303	4430	5150	8449	8830	10185	1966	14	577	9501	9789	15966	7001	5100	5764	12316	12307	9894	1745	1932	11711	522	28501	4536
HVO_RS14655	NC_013967.1	1921951	1923462	+	1512	9760	6812	11759	6984	7264	9747	2291	13	1516	8273	8875	13687	4399	3504	4596	31803	12101	10506	2917	1747	9866	448	47762	3619
HVO_RS14660	NC_013967.1	1923913	1926396	+	2484	1175551	949803	1410501	1689568	1774643	1996710	413459	541	92451	1184807	1271741	2216885	485137	357619	369305	1757193	2587831	2079746	308099	261138	1592106	83278	2385359	658401
HVO_RS14665	NC_013967.1	1926766	1927521	-	756	1645	872	2140	1309	1474	1541	345	4	226	911	1019	1940	944	780	957	7890	2014	1872	414	207	1748	118	5510	500
HVO_RS14670	NC_013967.1	1928195	1929772	+	1578	672	766	811	1132	1195	1466	625	3	223	3351	3702	2742	1011	1080	1805	3073	1918	1486	323	557	4296	173	6928	623
HVO_RS21020	NC_013967.1	1930080	1930253	-	174	77	67	88	104	107	106	39	0	5	132	153	113	120	97	139	190	155	148	30	16	148	13	243	27
HVO_RS14675	NC_013967.1	1930351	1930929	+	579	5253	1570	6872	4788	5227	9339	1053	4	300	6853	7076	8108	17475	17885	7973	14352	13314	13046	722	1736	4573	203	8671	1226
HVO_RS14680	NC_013967.1	1930885	1932135	-	1251	3484	1241	4310	5089	5582	5121	1118	3	263	6056	6566	8076	4023	3354	2590	8175	10046	8778	965	453	3235	364	8716	2649
HVO_RS14685	NC_013967.1	1932174	1932884	+	711	9	6	11	20	23	45	1	0	0	27	27	24	25	33	17	92	50	52	6	4	22	1	47	7
HVO_RS14690	NC_013967.1	1932956	1933816	+	861	127	54	118	189	214	199	26	0	15	87	108	146	237	202	171	326	281	260	26	16	76	10	230	37
HVO_RS14695	NC_013967.1	1933890	1936142	-	2253	963	894	1201	3764	4095	3844	399	0	144	1943	2150	2766	1867	1646	1151	3488	6125	5098	254	123	923	85	1413	724
HVO_RS14700	NC_013967.1	1936171	1937727	-	1557	1298	1084	1592	5276	5336	5118	591	0	188	3419	3633	4207	2774	2259	1660	3997	9342	7236	274	232	1163	79	2080	1091
