# Program:featureCounts v2.0.1; Command:"featureCounts" "-p" "-B" "-s" "2" "-t" "gene" "-g" "locus_tag" "-a" "../00_genome/genomic.gff" "-o" "../HVO_counts/2021_counts3.txt" "aGTrmB_D_noglu_24_S42_sorted.bam" "deltadelta_a_glu_S16_sorted.bam" "deltadelta_a_noglu_S35_sorted.bam" "deltadelta_b_glu_S53_sorted.bam" "deltadelta_b_noglu_S36_sorted.bam" "deltadelta_c_glu_S43_sorted.bam" "deltadelta_d_glu_S44_sorted.bam" "deltadelta_d_noglu_S5_sorted.bam" "HVO_ref_RNA_S27_sorted.bam" "tbsP_a_glu_S33_sorted.bam" "tbsP_a_noglu_S24_sorted.bam" "tbsP_b_glu_S2_sorted.bam" "tbsP_b_noglu_S30_sorted.bam" "tbsP_c_glu_S51_sorted.bam" "tbsP_c_noglu_S15_sorted.bam" "tbsP_d_glu_S52_sorted.bam" "tbsP_d_noglu_S31_sorted.bam" "tbsP_e_glu_S3_sorted.bam" "tbsP_e_noglu_S50_sorted.bam" "trmB_a_glu_S4_sorted.bam" "trmB_a_noglu_S32_sorted.bam" "trmB_b_noglu_S25_sorted.bam" "trmB_c_glu_S34_sorted.bam" "trmB_c_noglu_S1_sorted.bam" "WT_a_glu_S39_sorted.bam" "WT_a_noglu_S37_sorted.bam" "WT_b_glu_S13_sorted.bam" "WT_b_noglu_S17_sorted.bam" "WT_c_glu_S18_sorted.bam" "WT_c_noglu_S6_sorted.bam" "WT_d_glu_S19_sorted.bam" "WT_d_noglu_s38_sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	aGTrmB_D_noglu_24_S42_sorted.bam	deltadelta_a_glu_S16_sorted.bam	deltadelta_a_noglu_S35_sorted.bam	deltadelta_b_glu_S53_sorted.bam	deltadelta_b_noglu_S36_sorted.bam	deltadelta_c_glu_S43_sorted.bam	deltadelta_d_glu_S44_sorted.bam	deltadelta_d_noglu_S5_sorted.bam	HVO_ref_RNA_S27_sorted.bam	tbsP_a_glu_S33_sorted.bam	tbsP_a_noglu_S24_sorted.bam	tbsP_b_glu_S2_sorted.bam	tbsP_b_noglu_S30_sorted.bam	tbsP_c_glu_S51_sorted.bam	tbsP_c_noglu_S15_sorted.bam	tbsP_d_glu_S52_sorted.bam	tbsP_d_noglu_S31_sorted.bam	tbsP_e_glu_S3_sorted.bam	tbsP_e_noglu_S50_sorted.bam	trmB_a_glu_S4_sorted.bam	trmB_a_noglu_S32_sorted.bam	trmB_b_noglu_S25_sorted.bam	trmB_c_glu_S34_sorted.bam	trmB_c_noglu_S1_sorted.bam	WT_a_glu_S39_sorted.bam	WT_a_noglu_S37_sorted.bam	WT_b_glu_S13_sorted.bam	WT_b_noglu_S17_sorted.bam	WT_c_glu_S18_sorted.bam	WT_c_noglu_S6_sorted.bam	WT_d_glu_S19_sorted.bam	WT_d_noglu_s38_sorted.bam
HVO_RS12480	NC_013967.1	1486932	1487981	+	1050	476	1423	1102	1528	993	1063	1168	1058	0	1281	1417	1255	1508	1622	1228	1451	1511	895	1691	1510	413	1029	1156	804	1118	834	1061	731	997	814	2018	892
HVO_RS12485	NC_013967.1	1488053	1488436	-	384	239	735	463	562	360	419	435	269	0	313	348	396	341	539	351	505	327	389	361	567	542	703	520	643	525	544	723	443	422	257	955	399
HVO_RS12490	NC_013967.1	1488625	1489245	+	621	225	299	201	288	165	161	222	159	0	223	185	243	241	292	191	271	181	199	235	279	113	231	226	152	251	193	321	161	253	157	445	152
HVO_RS12495	NC_013967.1	1489288	1490280	+	993	468	469	436	406	339	291	320	300	0	400	459	361	427	385	338	355	333	347	436	403	315	570	429	452	428	372	553	378	472	370	835	302
HVO_RS12500	NC_013967.1	1490257	1491153	-	897	5886	14269	8357	14059	6067	10462	10841	6165	3	11388	8007	11461	7676	14143	7891	14757	7456	10278	8052	15813	8747	10557	10390	8715	11263	7663	16299	6949	10094	6135	15940	6587
HVO_RS12505	NC_013967.1	1491229	1493193	-	1965	5781	13657	19660	14352	19342	8768	10633	21424	5	14740	15279	13116	15903	13520	13663	14719	17055	10723	19366	15290	8736	18363	11906	11416	14270	13228	14155	14584	10987	8022	22253	11338
HVO_RS12510	NC_013967.1	1493347	1494180	-	834	7750	8929	11955	8851	8037	6451	7709	8577	5	8997	9967	7729	9434	8226	8011	8432	9707	9922	10354	9600	9879	12819	9011	11664	9197	9787	8859	12332	9890	9493	14767	9933
HVO_RS21420	NC_013967.1	1494392	1494514	+	123	33	47	50	35	43	20	25	21	0	52	132	38	173	37	118	40	101	47	121	29	15	38	70	30	124	104	56	66	84	51	180	43
HVO_RS12515	NC_013967.1	1494668	1495117	+	450	201	774	1182	655	980	408	442	919	0	552	1032	580	988	719	796	714	893	539	1061	779	922	1394	711	1179	754	990	1012	934	811	507	1376	757
HVO_RS12520	NC_013967.1	1495136	1496731	-	1596	3553	9679	16237	7867	11370	6056	7304	14068	3	7619	12139	8230	10633	8761	11571	8666	12118	6276	14052	10696	13605	21569	5676	14871	8779	13515	12752	15265	7865	6322	13561	8837
HVO_RS12525	NC_013967.1	1496811	1497290	-	480	387	1175	556	1352	415	907	942	431	0	678	452	901	525	1431	486	1423	515	573	591	1222	226	463	971	275	992	518	1435	504	551	426	1153	308
HVO_RS12530	NC_013967.1	1497454	1498488	-	1035	8099	18145	7499	19871	6691	15946	15710	5914	20	16194	8490	15334	8614	18652	6848	19282	7828	12300	9245	19531	3142	4439	14469	2948	15540	6939	15318	6834	10288	9335	19260	7428
HVO_RS12535	NC_013967.1	1498654	1499307	+	654	484	1084	922	1003	708	661	686	727	0	868	865	848	943	919	849	889	888	775	977	903	563	895	1021	600	1030	804	800	826	807	746	1905	814
HVO_RS12540	NC_013967.1	1499389	1499763	+	375	6016	10613	10674	9951	8796	7692	7616	8609	3	8393	9174	8402	8599	9541	7432	8193	7509	8999	8362	9174	12167	13890	8311	12947	9797	9675	8845	9406	9613	6139	16140	8051
HVO_RS12545	NC_013967.1	1499837	1500454	+	618	1232	2608	1082	1813	804	1272	1319	648	1	1161	961	1344	1110	2099	1089	1677	852	1387	986	1654	696	1037	1668	1031	1963	1376	3029	1020	1662	575	3268	787
HVO_RS12550	NC_013967.1	1500481	1501104	+	624	654	3474	3419	3332	2927	2726	2468	2337	0	2821	2984	2871	3038	4004	2850	3103	2855	2251	2996	3306	2266	2575	2850	2447	3625	3233	3876	2111	2691	1178	5622	1958
HVO_RS12555	NC_013967.1	1501169	1501435	-	267	2500	4392	707	5104	548	4152	4321	479	0	3748	1392	3857	1494	4651	964	5675	1254	3823	1426	5507	569	539	4047	493	3806	1210	5773	1193	3014	1674	4656	1104
HVO_RS12560	NC_013967.1	1501509	1502429	-	921	92728	73854	24117	87331	22611	71136	74803	22553	17	86602	41669	76381	40969	69095	23444	82074	33755	92063	38506	95497	16956	21411	72850	18913	68445	27336	59155	35538	64354	55026	89666	38880
HVO_RS12565	NC_013967.1	1502585	1503061	+	477	39	60	65	37	108	21	24	71	0	33	134	29	168	39	97	48	201	28	173	49	54	119	51	98	57	179	80	264	71	50	154	93
HVO_RS12570	NC_013967.1	1503063	1503296	+	234	20	28	55	27	52	19	18	45	0	33	80	37	119	32	55	31	100	30	98	37	45	101	32	78	43	116	66	154	49	36	109	68
HVO_RS12580	NC_013967.1	1504831	1505118	+	288	8	21	14	20	16	14	12	14	0	13	24	26	25	21	15	19	34	12	24	11	7	23	13	15	10	37	25	34	15	8	21	14
HVO_RS12585	NC_013967.1	1505137	1505352	-	216	41	245	125	221	120	124	157	124	0	140	144	170	209	204	125	223	178	131	194	237	182	283	213	209	238	225	459	189	193	76	432	126
HVO_RS12590	NC_013967.1	1505544	1505945	-	402	380	1092	581	995	544	741	817	571	0	999	738	897	880	883	702	1042	702	726	815	1005	1183	2037	1159	1193	1102	725	1179	496	791	764	1835	634
HVO_RS12595	NC_013967.1	1506162	1506395	-	234	22	38	11	37	17	26	31	11	0	26	21	27	29	35	21	30	25	25	34	39	5	11	29	14	36	35	54	34	18	39	44	32
HVO_RS12600	NC_013967.1	1506392	1506652	-	261	89	87	29	96	34	53	54	19	0	87	56	67	104	72	49	91	62	69	86	69	26	33	77	24	78	62	100	75	68	84	124	63
HVO_RS12605	NC_013967.1	1506663	1509224	-	2562	384	259	556	252	631	171	184	483	0	265	910	233	1118	219	608	262	748	309	919	258	349	524	403	474	424	721	430	863	545	1018	970	805
HVO_RS12610	NC_013967.1	1509221	1510012	-	792	542	154	689	112	823	86	117	556	0	214	1269	166	1793	133	823	134	941	275	1185	143	520	768	463	732	532	1122	302	1167	960	1533	1441	1197
HVO_RS12615	NC_013967.1	1510223	1510738	-	516	1300	131	451	111	548	84	82	360	1	137	1336	100	1297	88	778	121	814	161	1047	110	245	475	241	379	349	986	185	1195	524	1330	854	964
HVO_RS12620	NC_013967.1	1510853	1511410	+	558	618	1384	1104	1478	886	1074	1233	894	0	1445	1453	1359	1474	1299	950	1380	1269	1470	1396	1556	1472	1901	1324	1662	1396	1172	1362	1361	1496	1512	2197	1290
HVO_RS12625	NC_013967.1	1511538	1512746	+	1209	10882	4377	9421	7306	7158	4665	6067	9212	5	7447	6887	5982	5836	6920	8604	6029	5518	7778	5840	5742	26505	27587	5782	22598	4798	10758	4359	9585	5327	9351	7690	7281
HVO_RS12630	NC_013967.1	1512818	1515316	-	2499	4353	18026	17052	14073	10850	10403	10879	15687	3	7861	8428	9693	8733	11188	8307	14979	11849	5672	11870	15018	8145	9294	6075	7484	6663	6781	17051	9656	5571	4435	10489	5389
HVO_RS12635	NC_013967.1	1515581	1516756	+	1176	9696	9257	5624	8374	3960	6886	8122	4581	2	11165	9308	9189	8759	7449	6274	8104	5796	7676	7631	10643	5862	9966	5562	7715	6873	4225	7924	4471	7481	6847	10268	4147
HVO_RS12640	NC_013967.1	1516953	1517207	+	255	559	24067	3005	17172	1810	14440	13437	1694	1	8658	2550	9848	2174	17590	2611	13781	1861	6689	2388	14035	8973	11413	6396	10281	5830	2197	9791	1571	4103	1170	7712	1675
HVO_RS12645	NC_013967.1	1517250	1517702	+	453	2102	19554	6350	15055	4056	11397	12009	4739	3	9463	5090	10078	5144	14883	4423	14310	4446	8064	5515	14233	12098	13429	9398	12268	8336	4644	14786	4450	7655	3865	12167	4437
HVO_RS12650	NC_013967.1	1517723	1518643	-	921	4379	5368	3338	4261	2697	3369	3202	2485	2	3673	2820	3432	2636	4367	3302	3977	2479	3434	2683	4520	3097	4695	3952	3532	4366	3409	5782	2596	3916	2105	6292	2226
HVO_RS12655	NC_013967.1	1518788	1519168	+	381	3370	9755	5090	7530	4025	5169	5534	3329	4	5662	4189	6172	4362	7186	3894	6528	3522	5719	3790	7368	4369	6850	6623	5378	6555	4038	8440	3250	6017	3100	10772	3397
HVO_RS12660	NC_013967.1	1519205	1521316	-	2112	3846	4539	3213	5107	3244	2801	3110	2987	1	3984	3155	3859	3412	4577	3273	4224	2976	3538	3712	3965	2197	3924	4071	2248	3534	2582	2826	2667	2852	3097	6221	2446
HVO_RS12665	NC_013967.1	1521506	1522792	+	1287	6066	25874	4512	23856	3469	19308	19748	4702	107	27764	12515	24014	11569	21772	8752	23613	12120	18635	12648	28657	3573	3535	13545	2676	12047	10931	26432	16714	10666	16092	16514	13436
HVO_RS12670	NC_013967.1	1522883	1523425	+	543	2104	5812	3169	4872	2491	3630	3903	2545	1	4747	2982	4570	3321	4509	2696	5091	3166	3515	3578	5438	2564	3236	3560	2598	3243	3245	7008	3428	2910	2457	5257	2729
HVO_RS12675	NC_013967.1	1523528	1524424	-	897	4045	2215	2370	2635	3031	1616	2017	2812	1	2195	2300	2046	2808	2307	2466	2422	2714	1765	3107	2602	619	1003	2251	654	2065	1763	2008	2101	1676	2224	3480	1607
HVO_RS12680	NC_013967.1	1524426	1525235	-	810	5515	3267	2523	3227	3628	2343	2691	3092	16	2793	2820	2630	3349	2889	2537	3065	3246	2378	3490	3264	1160	1840	2783	1322	2723	2256	2803	2458	2159	2176	4307	1770
HVO_RS12685	NC_013967.1	1525352	1525714	-	363	419	542	714	459	528	407	492	517	0	370	501	430	574	520	541	592	597	466	708	550	490	611	549	537	784	730	1012	627	585	472	992	429
HVO_RS12695	NC_013967.1	1526268	1526350	-	83	187	707	95	881	134	593	630	84	0	524	224	632	241	998	157	988	240	460	249	1001	143	196	529	170	448	201	1557	174	308	143	687	163
HVO_RS12700	NC_013967.1	1526457	1526765	+	309	755	1419	2200	1176	1777	861	972	1734	1	893	1562	984	1567	1242	1503	1122	1764	1003	1807	1338	2792	3873	1286	3361	1597	2373	1767	1947	1365	960	2595	1249
HVO_RS12705	NC_013967.1	1526812	1526979	-	168	471	1743	903	1939	673	1222	1277	576	0	1200	786	1322	982	2082	852	2046	864	1066	1035	1673	873	1039	1344	944	1432	995	2756	1010	1263	537	2203	676
HVO_RS12710	NC_013967.1	1527009	1527509	-	501	5800	11668	6577	12727	4543	9414	10562	4151	2	11750	6802	10971	7028	13409	5615	14048	5933	10012	7119	13855	7006	9170	9235	7995	10632	5523	14746	5800	9947	6270	14927	5798
HVO_RS12715	NC_013967.1	1527627	1528091	-	465	4029	9531	8630	11740	6881	7774	8481	7873	7	10201	7763	9826	7349	12181	6503	10661	5892	9188	7388	10653	17767	25014	7436	22171	8717	7173	11752	7163	8614	7451	12994	6595
HVO_RS12720	NC_013967.1	1528159	1529235	-	1077	2211	2510	1136	3042	1140	2472	2744	1009	2	2231	1380	2207	1516	3053	1303	2670	1158	1720	1470	2522	857	1162	2128	831	2553	1167	2613	902	1558	1040	3365	845
HVO_RS12725	NC_013967.1	1529404	1530063	-	660	3955	5367	3995	5496	2791	4133	4165	2833	5	4924	3316	4775	3273	4832	2814	5306	3033	4637	3406	5918	3701	5462	4605	4070	4601	3048	5211	3061	4635	2646	6688	2428
HVO_RS12730	NC_013967.1	1530060	1530902	-	843	3389	5140	4036	4519	2489	3993	4035	2536	1	4465	2996	4058	2962	4262	2576	4496	2541	4334	3034	5294	3086	4754	3811	3499	4247	2767	4266	2793	3902	2305	6099	2049
HVO_RS12735	NC_013967.1	1531145	1531567	+	423	107	433	1272	224	700	178	182	585	0	172	1157	191	1247	216	1244	234	1750	206	1570	271	555	671	381	697	724	1764	619	1729	553	259	1459	658
HVO_RS12740	NC_013967.1	1531606	1531977	+	372	651	1675	1531	1484	1002	1083	1154	1016	0	1138	1106	1241	1240	1547	1206	1616	1325	1269	1434	1716	1187	1395	1348	1393	1463	1609	2247	1553	1477	812	2409	1112
HVO_RS12745	NC_013967.1	1532081	1532731	+	651	2775	4573	4138	3254	3360	2486	2502	2647	3	2355	3542	2794	4060	2628	3205	3147	4431	2494	5132	3702	2028	2815	3517	2304	4281	2790	4207	3144	3876	1998	7529	2605
HVO_RS20965	NC_013967.1	1532792	1532947	+	156	86	159	136	123	101	97	78	52	0	94	92	93	141	94	116	99	123	60	179	77	53	77	152	53	130	83	163	93	131	46	239	70
HVO_RS12750	NC_013967.1	1532944	1533927	+	984	1224	1936	1220	1651	1457	1246	1518	1196	0	1505	1855	1575	1982	1476	1628	1524	1845	1247	1999	1610	648	1610	1888	896	2115	1274	2424	1004	1596	1423	3572	1042
HVO_RS12755	NC_013967.1	1534149	1535147	+	999	3954	14525	14064	12916	13461	7945	8999	9994	7	9033	18163	10233	17546	14907	19061	11007	16132	8725	16267	11494	8684	19563	15586	15108	15366	17669	16238	16300	12534	10843	28951	16959
HVO_RS12760	NC_013967.1	1535246	1535425	+	180	955	3353	4632	2201	5383	1126	1276	4154	1	1369	5023	1695	6823	2483	4574	1898	6045	1175	7033	1759	3901	6735	2908	5094	3346	5598	2477	4843	2509	1333	9562	3777
HVO_RS12765	NC_013967.1	1535482	1535889	-	408	1369	2991	3324	2899	2856	1887	2035	2424	0	2408	2020	2365	2264	2610	2122	2512	1983	2199	2443	2661	3273	4623	2421	3480	2189	2134	1690	1843	1675	1290	4273	2017
HVO_RS12770	NC_013967.1	1536158	1536394	+	237	23661	48563	33370	48167	25570	49595	44409	24564	19	49737	37108	41006	35017	39988	30378	41509	30350	46794	33200	46632	58778	49824	47532	53141	51360	40313	45549	38687	52204	26613	69685	35568
HVO_RS12775	NC_013967.1	1536560	1537000	-	441	7185	3796	8634	2090	6548	1720	1801	5504	1	1655	6213	1808	7546	1639	6081	2283	8972	1859	9168	2540	4450	5959	2939	5507	4893	8634	3005	7920	4395	2006	9303	4627
HVO_RS12780	NC_013967.1	1537062	1537976	-	915	2592	3612	1232	3956	903	3110	3196	929	2	3713	1964	3357	1964	3206	1437	4007	1505	3617	2014	4326	803	987	3031	800	3213	1174	3117	1277	3153	1839	4219	1313
HVO_RS12785	NC_013967.1	1538090	1538830	-	741	319	526	340	477	292	305	330	259	0	338	317	372	441	426	312	437	284	266	438	444	165	351	459	186	509	239	468	220	352	265	787	224
HVO_RS12790	NC_013967.1	1538897	1540387	-	1491	1677	2864	2080	3229	1951	1871	2216	1733	2	2357	2524	2470	2958	2667	2329	2587	2238	1920	2731	2303	760	1826	3046	1041	3251	1424	1898	1398	1872	2295	5135	1356
HVO_RS12795	NC_013967.1	1540595	1542526	+	1932	33737	50121	26482	55317	24368	39283	45966	24329	126	47607	29050	47032	28956	53009	20452	58284	27514	44359	31724	61595	14302	21892	43909	16557	43262	20897	40079	25175	37708	25907	59433	23819
HVO_RS12800	NC_013967.1	1542542	1543999	-	1458	2331	1585	3180	1345	2326	894	887	2057	0	996	2331	1122	2714	1557	2532	1318	2938	921	2880	1275	1952	3324	1297	2598	1754	3099	1781	3124	1563	1258	3622	2007
HVO_RS12805	NC_013967.1	1544123	1545430	-	1308	1687	3307	1020	3379	931	2338	2644	768	2	2219	1137	2700	1476	4381	1004	4090	1135	1739	1347	3657	719	1360	2558	920	2490	1119	6333	880	1564	1239	3533	899
HVO_RS12810	NC_013967.1	1545551	1545802	+	252	270	161	533	123	506	121	108	525	0	122	617	132	653	136	467	127	887	121	802	158	393	530	185	473	202	794	109	812	221	123	413	322
HVO_RS12815	NC_013967.1	1545803	1546033	-	231	2664	10418	1490	11208	1619	9414	9568	1153	3	6715	2581	9119	2774	15477	2218	14047	2296	6227	2412	13197	2573	2943	9033	2508	8696	3031	21884	1835	5792	1961	10546	1919
HVO_RS12820	NC_013967.1	1546150	1546223	-	74	379	1038	141	1007	95	1216	837	40	0	911	186	667	402	1196	190	1342	243	620	373	708	193	106	697	161	771	252	1304	359	682	180	971	219
HVO_RS12825	NC_013967.1	1546356	1547813	+	1458	12380	25892	12358	33670	10480	24178	24378	10430	6	27617	19858	24891	18811	29205	14425	30771	19998	22733	21756	32227	5618	5570	21346	4506	24581	14777	22636	19256	19867	17915	31626	14665
HVO_RS12830	NC_013967.1	1547818	1548111	-	294	3894	2742	2742	2282	2789	2426	2711	2383	0	2630	3050	2183	3021	2498	2429	2408	2522	2912	2787	2762	1982	2725	2950	2618	3825	3182	3927	2664	3289	3178	5080	2221
HVO_RS12835	NC_013967.1	1548294	1550495	-	2202	18101	13870	31070	17988	23991	9423	11762	25584	14	16925	26669	17264	28965	15956	27799	17820	30950	18292	32545	17654	23097	29646	22775	23434	28690	30064	21637	26946	23384	21011	48575	22187
HVO_RS12840	NC_013967.1	1550488	1550991	-	504	3452	2771	5861	3322	4372	1994	2344	4329	3	3357	4938	3338	5501	3102	5122	3391	5568	3488	5763	3396	4487	5711	4576	4997	5491	5779	4544	4999	4573	3781	9410	4144
HVO_RS12845	NC_013967.1	1551070	1552914	-	1845	3718	5514	3611	6518	3977	3986	5401	4280	3	6245	5703	5785	6000	6876	4961	6426	6061	5788	6708	6704	3384	4357	5897	3226	5840	4666	7286	5436	5192	5302	9455	4107
HVO_RS12850	NC_013967.1	1553037	1553684	-	648	1389	1684	1152	2079	1164	1458	1474	1136	0	1790	1406	1656	1412	2085	1079	1995	1326	1578	1575	2145	1537	1740	1511	1621	1539	1418	2124	1635	1486	1417	2370	1473
HVO_RS12855	NC_013967.1	1554057	1555769	+	1713	2884	6711	16358	13558	6776	10298	13118	8365	4	25137	5811	12696	4410	14861	4388	11328	3848	5671	4551	14356	5611	4113	3936	3569	3623	4605	3157	3954	2993	4824	4433	3943
HVO_RS12860	NC_013967.1	1555993	1559073	+	3081	10607	12439	22874	17706	13309	12399	17204	13915	4	26229	15145	15256	13149	18300	12218	16290	14278	9304	14534	18049	7019	6779	9380	6543	11157	14436	10286	14995	10115	9501	16763	10931
HVO_RS12865	NC_013967.1	1559213	1560010	+	798	2178	5290	4467	4473	3680	3121	3665	3954	3	4123	3446	3678	3361	4570	3221	4293	3753	2773	4102	4537	4784	7939	3200	6158	3578	4203	5502	4003	3246	2347	5904	3069
HVO_RS12870	NC_013967.1	1560022	1561158	-	1137	1866	3843	2044	3760	1596	2356	2843	1401	0	3019	2817	3071	2849	3764	2383	3451	2762	2811	2853	3650	873	1357	3566	1005	3635	2054	4656	2209	3347	2152	5930	2109
HVO_RS12875	NC_013967.1	1561229	1562032	-	804	2197	4894	3280	4695	2484	3441	3781	2249	2	4348	4070	4162	4050	4820	2954	4877	3198	3999	3987	5227	2256	3116	4327	2566	5094	2856	6307	2816	4899	2877	7559	2632
HVO_RS12880	NC_013967.1	1562255	1562776	-	522	505	1426	3469	1359	2325	983	1046	1485	1	1039	1732	1186	1871	2109	2321	1413	1848	977	1946	1344	1778	2778	1513	2345	1725	2009	1988	1496	1422	914	3154	1243
HVO_RS12885	NC_013967.1	1562799	1563230	-	432	295	805	2864	838	1604	572	513	1117	0	440	1083	572	1207	1186	1369	728	1109	377	1341	645	1350	2429	730	1789	1065	1465	1072	1056	722	372	2144	825
HVO_RS12890	NC_013967.1	1563336	1565687	+	2352	5800	8498	11905	7910	11016	4441	5672	12402	2	6948	8683	6833	9421	7381	8386	7591	9068	5983	11016	7597	13151	24380	7891	17241	8465	9432	9877	10085	7487	6239	13805	7366
HVO_RS12895	NC_013967.1	1565815	1566972	+	1158	3302	4590	1576	2942	4154	7874	8525	2959	3	11462	5228	10095	5284	11247	3432	9191	4402	11735	5095	9691	1517	1562	10221	1043	10010	4096	5035	2937	8322	5569	13480	5467
HVO_RS12900	NC_013967.1	1567095	1568261	+	1167	27454	16769	9622	10733	15132	21531	22284	10149	7	27782	13183	25840	14770	29538	9329	26250	10643	29886	12075	25439	6274	6799	27600	6403	24624	11809	15362	9737	21385	16291	35073	13133
HVO_RS12905	NC_013967.1	1568274	1569869	+	1596	12460	13989	8190	12436	9970	13436	14409	8235	8	17734	10447	16951	11838	20911	9144	19056	9519	15836	11219	17868	6627	8632	16555	6403	14880	9267	11911	8058	11960	9962	24398	8965
HVO_RS12910	NC_013967.1	1569859	1571028	+	1170	5392	6819	4673	7762	5435	6221	7065	4772	3	9385	5477	8585	6611	10457	5544	9796	5929	6863	6743	9194	3134	3733	6639	2681	6874	5157	6109	4722	5237	5661	11328	5115
HVO_RS12915	NC_013967.1	1571031	1573376	+	2346	5939	4748	3108	5821	4337	4204	5641	4340	3	7537	5160	6594	5273	8956	4756	7785	5304	5152	6001	7552	2224	2791	4604	1846	5072	4661	5765	4615	3939	4453	7905	4404
HVO_RS12920	NC_013967.1	1573455	1574471	-	1017	5989	5592	3722	5748	4068	3775	4449	3891	3	4455	5625	4955	5023	5899	3688	5630	4473	5071	4507	6585	4792	6852	6007	6010	5464	5096	8984	4828	5308	4932	9291	4655
HVO_RS12925	NC_013967.1	1575108	1577141	-	2034	11301	7488	8992	5955	6640	4023	5199	6655	4	4479	8231	4598	9332	5010	6569	5654	8440	5719	9506	5533	3875	6899	7937	5584	8573	8144	6043	11312	6737	8658	14366	7711
HVO_RS12930	NC_013967.1	1577316	1581851	+	4536	18170	20044	20673	15513	18530	10009	11556	16604	10	11186	26091	12853	29970	12025	20502	14144	24595	12399	29399	14240	5684	12697	20812	8358	25231	14980	18147	16486	20955	13682	43236	13564
HVO_RS12935	NC_013967.1	1581981	1582466	+	486	1124	1500	2239	1175	1873	769	854	1562	0	980	1739	1082	1850	1130	1570	1159	1731	947	2010	1274	1789	2747	1496	2268	1501	1722	2022	1377	1492	876	2835	1236
HVO_RS12940	NC_013967.1	1582513	1584591	-	2079	322	1448	795	1102	561	891	802	507	1	1159	940	1274	1168	5200	2047	2285	1278	2137	789	1329	1263	3326	5002	1844	9389	2050	6177	1334	4277	1304	7680	1166
HVO_RS12945	NC_013967.1	1584730	1585611	-	882	942	2083	1874	2093	1335	1421	1701	1282	0	1742	1710	1796	1861	1922	1424	2181	1474	1553	1967	2073	1765	3229	1964	2087	2186	1452	2986	1323	1758	1254	3312	1056
HVO_RS12950	NC_013967.1	1585690	1586442	-	753	566	1306	1147	1248	544	950	1085	676	0	918	795	1091	751	1600	841	1454	609	826	783	1510	677	1536	823	1002	1141	1087	2161	899	831	576	1623	677
HVO_RS12955	NC_013967.1	1586571	1587305	-	735	1109	1727	500	2337	419	2265	2555	404	0	1704	900	1660	959	2129	695	2641	798	1426	863	2359	238	412	1954	295	2153	800	2543	668	981	1437	2192	649
HVO_RS12960	NC_013967.1	1587408	1588181	-	774	1038	2299	720	2672	560	2544	2739	507	1	2014	1118	2060	1231	2550	896	3052	933	1815	1240	2786	434	696	2339	413	2157	1022	3351	875	1490	1471	2764	803
HVO_RS12965	NC_013967.1	1588181	1588657	-	477	1315	2846	746	2956	637	2439	2532	551	2	2455	1335	2396	1560	2765	978	3051	1262	2397	1384	3099	658	781	2627	646	2397	1047	3371	1037	2173	1674	3451	1114
HVO_RS12970	NC_013967.1	1588773	1589171	-	399	860	2149	575	2248	565	1741	1921	437	0	2112	1361	1853	1556	2116	909	2277	1241	1968	1430	2264	320	477	1866	339	1955	890	2452	1134	1815	1588	2786	1061
HVO_RS12975	NC_013967.1	1589274	1589552	-	279	448	1084	761	972	597	643	674	551	0	680	687	744	659	1136	591	1220	696	606	730	1098	587	885	780	639	686	617	1612	617	562	566	1154	493
HVO_RS12980	NC_013967.1	1589725	1590096	+	372	50	65	63	53	49	30	38	64	0	45	63	41	66	48	58	54	57	46	64	37	69	94	62	102	55	66	60	69	74	46	103	54
HVO_RS12985	NC_013967.1	1590379	1590452	-	74	144	185	18	171	28	183	150	6	0	153	36	131	81	271	40	213	66	66	71	197	8	28	141	38	124	30	384	39	60	27	116	19
HVO_RS12990	NC_013967.1	1590526	1592613	-	2088	8847	9057	7725	9782	4940	7030	7334	5363	6	8535	5386	7755	5682	8496	5361	9442	5536	8015	6177	9820	5826	8615	8086	7203	8626	6121	10364	5893	7411	5093	12524	4740
HVO_RS12995	NC_013967.1	1592843	1593325	-	483	1085	1103	1648	1116	1500	856	1016	1380	1	892	1207	928	1137	1192	1038	1164	1159	824	1260	1186	2740	4112	1077	2973	1330	1655	1777	1335	1058	737	2092	903
HVO_RS13000	NC_013967.1	1594707	1595912	+	1206	1701	3382	959	3813	1098	3162	3406	932	2	3565	2404	3135	2361	3631	1368	3698	1721	3520	2069	3815	759	930	3227	780	3269	1288	4424	1334	2645	2616	4470	1450
HVO_RS13005	NC_013967.1	1596084	1596653	-	570	2274	4449	4002	3990	3659	2928	3169	3499	2	3238	3176	3586	3323	4236	2708	4463	3788	2957	4097	4945	4267	5340	3714	4825	4269	3787	6336	3767	3615	2227	7242	2922
HVO_RS13010	NC_013967.1	1596955	1597515	-	561	15286	15628	18832	18600	13936	16297	15018	13229	10	18916	19166	15259	15903	14878	15177	15266	13882	16825	14902	17682	17958	19094	15704	17750	18157	13766	12153	13240	17140	15583	26937	13973
HVO_RS13015	NC_013967.1	1598192	1599664	+	1473	11527	27989	6631	11154	10212	80626	21997	24783	64791	35040	18665	9127	21114	5736	14398	5718	26254	34457	10147	8865	17736	32477	10591	29640	26924	54962	27384	14358	28214	18901	53457	12359
